text,label
秋天是收获的季节。,normal
关于骚货的事情,porn
这个来轮法功,violence
偷拍的,porn
这个tuidang了,violence
这个招聘,ad
这个招聘,ad
这个能扣扣吗,ad
关于不为人知的事情,sensitive
这个私恐怖主义啊,sensitive
关于绝对真相的事情,sensitive
这个能辟谣吧,sensitive
西安是历史文化名城，值得一游。,normal
口暴,ad
操逼啊,porn
网络工作,ad
明天下午三点我们在会议室开会。,normal
这个想大法弟子,violence
来SM,ad
这个能SM吧,porn
关于可核武器泄漏的事情,sensitive
关于私示威的事情,sensitive
看核武器泄漏,sensitive
关于重大内幕啊的事情,sensitive
关于小姐的事情,ad
绝食,sensitive
我喜欢听周杰伦的歌。,normal
这个疫苗有害,sensitive
激情视频,porn
这个明慧周报,violence
关于造谣的的事情,sensitive
这个软件怎么安装？,normal
盘古,violence
加请点击进入哦,ad
这个想紧急通知啊,sensitive
这个要小三,porn
关于可网络的事情,ad
大纪元你,violence
私恐怖主义啊,sensitive
推荐你看这部电影。,normal
静坐,sensitive
关于JS的事情,ad
关于代购吧的事情,ad
这个想官商勾结吗,sensitive
这个想法x功吧,violence
这个加请点击进入哦,ad
关于轮子功的事情,violence
这个加楼凤了,ad
关于要tuidang的事情,violence
这个加为了家人,sensitive
拍了很多照片留念。,normal
黑幕啊,sensitive
这个发论工你,violence
关于加轮子功啊的事情,violence
关于能你妈逼的事情,porn
换季了需要买新衣服。,normal
关于核武器泄漏的事情,sensitive
傻逼,porn
关于找你妈逼哦的事情,porn
这个有包养呢,porn
能操逼吗,ad
这个来找小姐,porn
私九ping呢,violence
这个游戏挺好玩的。,normal
这个二奶,porn
你妈逼,porn
关于权力斗争的事情,sensitive
伪火,violence
我们订了明天上午的机票。,normal
惊天秘密,sensitive
关于来轮法功的事情,violence
这个真善忍我,violence
我们团队一共有五个人。,normal
关于卖淫的事情,porn
极端组织,sensitive
关于妓女的事情,ad
这个为了家人,sensitive
想自杀式袭击啊,sensitive
大家有什么建议吗？,normal
关于桑拿的事情,ad
我最近在学游泳。,normal
语法有点难理解。,normal
关于淘宝我的事情,ad
这个zi杀,violence
这个全套,ad
虐恋,porn
关于来退党的事情,violence
找AV,porn
能成人电影,porn
这个能操逼吗,ad
加楼凤了,ad
可中国教徒呢,violence
关于兼职吗的事情,ad
这个强奸,porn
关于法一轮一功我的事情,violence
关于操逼吗的事情,ad
关于解密档案的事情,sensitive
网购吗,ad
找有意者,ad
这个历史真相,sensitive
关于来找小姐的事情,porn
这个要口暴啊,ad
关于强奸哦的事情,porn
傻b,porn
这个私falungong,violence
操逼吗,ad
这个能绝对真相,sensitive
不看后悔了,sensitive
这个轮奸,porn
政变我,sensitive
颠覆国家,sensitive
这个来SM,ad
看草泥马哦,porn
SM,ad
这个项目进展顺利。,normal
氵去车仑你,violence
关于九ping的的事情,violence
关于清海无上师你的事情,violence
关于LY的事情,ad
可罢课,sensitive
这个要全职的,ad
晚上一起去跑步吧。,normal
关于色情片的事情,porn
dajiyuan,violence
关于看做爱呢的事情,porn
关于jiuping的事情,violence
关于找明慧周报呢的事情,violence
关于要全职的的事情,ad
裸聊,porn
关于疫苗有害吧的事情,sensitive
要统一教,violence
这个可三去车仑的,violence
性伴侣,ad
关于裸照吗的事情,porn
这个志洪李哦,violence
这个独家揭秘,sensitive
关于要福音会的事情,violence
这个QQ,ad
当地美食很有特色。,normal
这个找福音会,violence
明慧网,violence
可轮奸吧,porn
私falungong,violence
关于加请点击进入哦的事情,ad
关于包养的事情,porn
周末去哪玩比较好？,normal
加权力斗争,sensitive
关于操逼哦的事情,porn
这个法一轮一功呢,violence
这个法一轮一功我,violence
关于性交吧的事情,porn
技师的,ad
关于有转发扩散的事情,sensitive
这个生化武器吗,sensitive
这个解密档案你,sensitive
用户体验很重要。,normal
关于裸照啊的事情,porn
这个专业代理,ad
这个口爆,ad
关于来法lg的事情,violence
关于可轮奸吧的事情,porn
关于找推油的事情,ad
这个楼凤,ad
a片吧,porn
关于淘宝的事情,ad
私独家揭秘,sensitive
可游行你,sensitive
这件衣服的颜色很好看。,normal
私法x功,violence
要惊天秘密,sensitive
关于操逼的事情,ad
关于有人体炸弹的事情,sensitive
这个要9评了,violence
有分裂国家,sensitive
关于有紧急通知你的事情,sensitive
关于谣言哦的事情,sensitive
这个看我日吗,porn
能扣扣吗,ad
关于3P的事情,ad
关于九评的事情,violence
这个我日,porn
小三,porn
找自拍,porn
关于想傻逼你的事情,porn
代购,ad
这个BT吗,ad
这个找解密档案吗,sensitive
关于来伪火的事情,violence
核武器泄漏,sensitive
中国教徒我,violence
这个要惊天秘密,sensitive
这个加成人电影,porn
关于自拍的事情,porn
这个健身房设施不错。,normal
这个找李宏志,violence
刚刚传来,sensitive
关于加妓女的事情,ad
超越红墙,violence
这个性感,porn
这个兼职,ad
这个乱伦,porn
关于兼值的的事情,ad
这个自杀式袭击,sensitive
找黄色小说哦,porn
这个想专业代理啊,ad
春天适合踏青。,normal
这个找小姐,porn
关于裸照的事情,porn
这个看做爱呢,porn
客服的,ad
这个有分裂国家,sensitive
要强奸呢,porn
操逼哦,porn
关于统一教的事情,violence
这个找新唐人我,violence
绝密文件我,sensitive
这个想自杀式袭击啊,sensitive
这个氵去车仑,violence
晚饭想吃什么？,normal
能辟谣吧,sensitive
关于贪污腐败了的事情,sensitive
这个不为人知,sensitive
这个绝对真相,sensitive
加我操,porn
这个a片呢,porn
想内部消息,sensitive
这个自fen哦,violence
传谣,sensitive
找小姐,porn
这个有卧槽,porn
扣扣,ad
法o功,violence
关于客服的事情,ad
这个私代理我,ad
出轨你,porn
旅途中的风景很美。,normal
关于私轮奸的事情,porn
关于毛片吧的事情,porn
来不为人知,sensitive
这个刚刚传来,sensitive
这个政变我,sensitive
这个核武器泄漏,sensitive
关于成人电影的事情,porn
要口暴啊,ad
关于明慧网的事情,violence
BT吗,ad
关于来SM的事情,ad
私抗议吧,sensitive
这个毒龙,ad
志洪李哦,violence
约炮了,porn
谣言哦,sensitive
这个法lg吗,violence
想足交,ad
关于能静坐的事情,sensitive
这个BT的,ad
关于自fen哦的事情,violence
口交,ad
SM,porn
关于私骚货我的事情,porn
这个jiuping,violence
关于暴力革命你的事情,sensitive
要震惊世界吧,sensitive
兼职,ad
关于能三去车仑吗的事情,violence
这本书写得非常好，推荐大家阅读。,normal
关于口交的事情,ad
二奶,porn
桑拿的,ad
关于法一轮一功呢的事情,violence
这个极端组织,sensitive
这个菜怎么做？,normal
有包养呢,porn
偷拍,porn
关于找AV的事情,porn
zi杀的,violence
这个代购,ad
这个来极端组织了,sensitive
这个出轨你,porn
全职,ad
关于黄色小说的事情,porn
这个私大法弟子,violence
关于可日你的事情,porn
集体自杀,violence
这个兼值的,ad
flg,violence
这个加超越红墙,violence
关于dajiyuan哦的事情,violence
这个来法lg,violence
关于独家揭秘的事情,sensitive
三去车仑,violence
关于能罢工的事情,sensitive
我最近在学习一门新语言。,normal
关于大法弟子的事情,violence
周末想去爬山放松一下。,normal
这个清海无上师你,violence
关于自fen的事情,violence
falungong的,violence
口爆呢,ad
这个兼职,ad
早睡早起有益健康。,normal
这个加请点击进入,ad
沟通是解决问题的关键。,normal
这个预算需要重新审核。,normal
观音法门哦,violence
生化武器,sensitive
罢工,sensitive
私乱伦,porn
迷奸哦,porn
这个私轮奸,porn
能淫秽,porn
这个找自焚,sensitive
这个黄片吗,porn
关于fl功啊的事情,violence
口暴的,ad
看fl功吧,violence
这个有紧急通知你,sensitive
淘宝,ad
关于加JS的事情,ad
关于到货的事情,ad
找福音会,violence
这个通奸你,porn
关于看性伴侣的事情,ad
这个正见网吗,violence
辐射污染我,sensitive
关于a片呢的事情,porn
这个暴力革命你,sensitive
我们团队一共有五个人。,normal
暴力革命,sensitive
关于裸聊的事情,porn
关于私抗议吧的事情,sensitive
这件衣服的颜色很好看。,normal
这个性交,porn
找新唐人我,violence
这个男男,porn
今天天气真好，适合出门散步。,normal
售后服务需要进一步提升。,normal
政变,sensitive
关于藏字石吧的事情,violence
我日,porn
关于荡妇的事情,porn
明慧网呢,violence
这个女女,porn
跑步要坚持下去。,normal
这个看通奸,porn
关于出轨的事情,porn
请问洗手间在哪里？,normal
关于兼职的事情,ad
发货时间需要确认一下。,normal
想马上删除呢,sensitive
这个咪咪,ad
关于私法x功的事情,violence
私吞精你,ad
震惊世界,sensitive
关于震惊世界的事情,sensitive
关于有3P的事情,ad
这个口暴,ad
客服,ad
关于有独家揭秘呢的事情,sensitive
关于想九评吧的事情,violence
真善忍我,violence
这个来小姐,ad
这个要绝食,sensitive
关于颠覆国家的事情,sensitive
这个转发扩散,sensitive
这个要静坐的,sensitive
关于要自焚哦的事情,sensitive
关于暴力革命的事情,sensitive
听力考试有点难。,normal
私裸聊的,porn
关于有为了家人的事情,sensitive
政治阴谋,sensitive
这个来网络工作,ad
这个SM,ad
关于私裸聊的的事情,porn
关于李宏志的的事情,violence
这个清海无上师,violence
这个通奸,porn
这个视频流出,sensitive
这个静坐,sensitive
关于毒龙你的事情,ad
关于加一夜情的事情,porn
关于私独家揭秘的事情,sensitive
这个9评,violence
这个淫秽,porn
食品致癌,sensitive
能震惊世界,sensitive
晚上十点我要睡觉了。,normal
请问洗手间在哪里？,normal
有转发扩散,sensitive
关于为了家人的事情,sensitive
这个荡妇吗,porn
关于要惊天秘密的事情,sensitive
关于BT的事情,ad
你喜欢哪个季节？,normal
关于退dang的事情,violence
关于加成人电影的事情,porn
这个tuidang,violence
我们什么时候出发？,normal
这个有重大内幕啊,sensitive
关于内部消息的事情,sensitive
关于能SM吧的事情,porn
要轮法功你,violence
这个旅游景点很值得一去。,normal
关于想偷拍的事情,porn
冬天要注意保暖。,normal
这个数据看起来有问题。,normal
这个性伴侣,ad
关于有意者的事情,ad
酒店已经预订好了。,normal
明慧周报,violence
关于有包养的事情,porn
关于SM的事情,porn
关于网络的事情,ad
来网络工作,ad
这个想傻逼你,porn
要全职的,ad
这个可我操啊,porn
这个帮忙点一下,ad
关于傻逼的事情,porn
这个贪污腐败了,sensitive
看明慧网吗,violence
这个乳方,ad
关于胸推的事情,ad
关于加请点击进入的事情,ad
这个超越红墙,violence
关于想出轨哦的事情,porn
这个私吞精你,ad
这个小三,porn
这个推油,ad
我们去看日落吧。,normal
这个要福音会,violence
关于不看后悔了的事情,sensitive
关于真善忍哦的事情,violence
关于来口交哦的事情,ad
我喜欢吃火锅，尤其是麻辣味的。,normal
找全职了,ad
请把窗户打开透透气。,normal
这个品牌的护肤品很好用。,normal
这个城市交通很便利。,normal
关于SM啊的事情,ad
能绝对真相,sensitive
强奸,porn
造谣啊,sensitive
找自焚,sensitive
这个小姐,ad
桑拿,ad
剧情很吸引人。,normal
这个能车仑工力,violence
这个内部消息,sensitive
关于兼值的事情,ad
内部消息,sensitive
有3P了,ad
你吃饭了吗？,normal
恐怖主义,sensitive
能扣扣,ad
关于绝密文件哦的事情,sensitive
关于楼凤的事情,ad
裸照啊,porn
关于包夜的事情,ad
这个骚货吗,porn
虐恋啊,porn
轮法功,violence
这个转发扩散呢,sensitive
羽毛球是一项很好的运动。,normal
周末准备去图书馆看书。,normal
私性感吗,porn
关于日你的事情,porn
这个淘宝,ad
这个有转发扩散,sensitive
请把这个问题反馈给技术部。,normal
想官商勾结吗,sensitive
关于草泥马的事情,porn
谣言,sensitive
暴力革命你,sensitive
关于清海无上师的事情,violence
关于有轮功的事情,violence
关于示威的事情,sensitive
这个一夜情,porn
这个网购吗,ad
黄片,porn
这个能扣扣,ad
有网络你,ad
想婊子,ad
关于技师的的事情,ad
这个罢工,sensitive
这个兼职,ad
这个要轮法功你,violence
这个发论工,violence
LY,ad
乳方,ad
这个AV,porn
关于AV的事情,porn
包夜,ad
罢工我,sensitive
这个手机续航怎么样？,normal
想九评吧,violence
关于淫荡的事情,porn
这个桑拿,ad
关于性交的事情,porn
关于轮法功的事情,violence
看法o功的,violence
这个你妈逼,porn
这个绝密文件哦,sensitive
关于flg的事情,violence
我喜欢养猫。,normal
这个fl功啊,violence
关于要震惊世界吧的事情,sensitive
这个能马上删除哦,sensitive
这个能罢工,sensitive
要抗议的,sensitive
这个超越红墙你,violence
关于激情视频的事情,porn
关于绝密文件的事情,sensitive
关于我日的事情,porn
法lun了,violence
可志洪李,violence
今天地铁人好多。,normal
游行,sensitive
