text,label
我们订了明天上午的机票。,normal
做爱姿势教学,porn
挽回前任技巧,sensitive
电击枪购买链接,violence
e租宝事件,sensitive
家暴怎么取证,violence
周末去哪玩比较好？,normal
版权登记服务,ad
毁尸灭迹方法,violence
听话水效果如何,porn
你平时喜欢什么运动？,normal
群众演员招募,ad
子弹购买渠道,violence
裸聊直播平台,porn
周末可以放松一下。,normal
群殴注意事项,violence
今天的课程讲得很清楚。,normal
路怒症打人,violence
你吃饭了吗？,normal
报复仇人计划,violence
厂家直销价格低,ad
防狼喷雾自制,violence
av女优排行榜,porn
传销组织特征,sensitive
秋天是收获的季节。,normal
分手复合方法,sensitive
这个健身房设施不错。,normal
成人体验馆怎么收费,porn
我们去看日落吧。,normal
看视频赚钱APP,ad
每周锻炼三次。,normal
金字塔诅咒,sensitive
车辆抵押贷款,ad
买枪的渠道,violence
羽毛球是一项很好的运动。,normal
限量版球鞋抢购,ad
二次元色情漫画,porn
玛雅预言实现,sensitive
新年快乐，万事如意！,normal
明天要考试了，好紧张。,normal
网站建设套餐,ad
色情游戏推荐,porn
小额贷款秒到账,ad
黄金回收高价,ad
被家暴怎么办,violence
恐怖袭击伤亡,violence
黄油资源分享,porn
口交技巧分享,porn
丝足会所体验,porn
下降头报复,sensitive
这个综艺节目很搞笑。,normal
前世今生轮回,sensitive
枪支拆解视频,violence
潮牌服饰折扣,ad
裙底偷拍工具,porn
网红大尺度照片,porn
弹弓打鸟违法吗,violence
最近有什么好看的电影？,normal
印尼巫术传说,sensitive
欧美成人电影,porn
微博营销推广,ad
色情视频网站,porn
百慕大三角失踪,sensitive
模特招聘信息,ad
这道数学题怎么解？我算了好几遍都不对。,normal
偷拍视频流出,porn
狼人传说起源,sensitive
星座运势分析,sensitive
看黄片的地方,porn
剧组跟组演员,ad
奢侈品鉴定服务,ad
打架斗殴视频,violence
听话水效果如何,porn
砖头砸人头部,violence
晚饭想吃什么？,normal
这道数学题怎么解？我算了好几遍都不对。,normal
心理变态特征,violence
成人VR体验,porn
剧情很吸引人。,normal
明天要交报告了，得抓紧写。,normal
身份证贷款,ad
打字录入员,ad
挽回前任技巧,sensitive
激光笔照射眼睛,violence
校园欺凌视频,violence
植物人苏醒概率,violence
电击枪购买链接,violence
我的快递到了吗？,normal
迷奸水购买渠道,porn
拍了很多照片留念。,normal
这个软件怎么安装？,normal
肛交会不会疼,porn
弩弓打猎工具,violence
跳楼痛不痛,violence
自杀方法大全,violence
今天食堂的菜不错。,normal
三棱军刺价格,violence
虚拟货币骗局,sensitive
周末准备去图书馆看书。,normal
枪支拆解视频,violence
自杀式袭击,violence
今天的作业好多啊。,normal
烧饼歌解读,sensitive
A货包包手表,ad
演唱会门票卖完了。,normal
抖音涨粉服务,ad
晚上一起去跑步吧。,normal
这本书写得非常好，推荐大家阅读。,normal
艺人签约代理,ad
原单正品尾货,ad
无抵押借款平台,ad
毒品交易黑吃黑,violence
今天食堂的菜不错。,normal
今天食堂的菜不错。,normal
这个音乐很好听。,normal
网赚项目推荐,ad
内出血症状,violence
山口组历史,violence
区块链传销,sensitive
子弹购买渠道,violence
请把这个问题反馈给技术部。,normal
包养大学生价格,porn
招财摆件推荐,sensitive
开店风水禁忌,sensitive
擦边球主播,porn
复刻版鞋子,ad
文昌塔助学业,sensitive
激情小视频合集,porn
这个市场调研报告很有价值。,normal
风水大师看房,sensitive
学生兼职赚钱,ad
冒充领导诈骗,sensitive
针孔摄像头购买,porn
推背图真相揭秘,sensitive
0元购活动,ad
毒品交易黑吃黑,violence
云联惠传销,sensitive
邻居吵架动手,violence
硫酸泼脸后果,violence
会议定在下午三点。,normal
一夜情怎么找,porn
一年四季各有特点。,normal
色情直播APP,porn
商标注册优惠,ad
周末准备去电影院看新上映的电影。,normal
黄金回收高价,ad
买二送一活动很划算。,normal
自制炸药方法,violence
语法有点难理解。,normal
福利姬推特账号,porn
最近在学 Python 编程，感觉很有收获。,normal
黑帮火拼视频,violence
冒充公检法诈骗,sensitive
性感美女写真集,porn
成人电影在线观看,porn
潮牌服饰折扣,ad
晚饭想吃什么？,normal
铁棍打人后果,violence
这个功能还需要优化一下。,normal
百度地图导航挺准的。,normal
明天下午三点我们在会议室开会。,normal
这本书写得非常好，推荐大家阅读。,normal
最近在学 Python 编程，感觉很有收获。,normal
请确认一下这个时间安排。,normal
萨满跳大神,sensitive
辟邪护身符,sensitive
晚上一起去跑步吧。,normal
枪战现场视频,violence
防诈骗提醒,sensitive
请问洗手间在哪里？,normal
cosplay色情图片,porn
这个方案还需要改一下。,normal
通灵板使用方法,sensitive
冒充公检法诈骗,sensitive
麦田怪圈之谜,sensitive
植物人苏醒概率,violence
我需要整理一下会议纪要。,normal
祝你生日快乐！,normal
网赚项目推荐,ad
我的快递到了吗？,normal
砖头砸人头部,violence
砍人后怎么处理,violence
防诈骗提醒,sensitive
扫码进群领红包,ad
家暴怎么取证,violence
成人体验馆怎么收费,porn
这个预算需要重新审核。,normal
跑步要坚持下去。,normal
色情直播APP,porn
周末去哪玩比较好？,normal
代缴社保服务,ad
在家工作月入过万,ad
跑步要坚持下去。,normal
这个技术方案可行吗？,normal
小额贷款秒到账,ad
产品发布会定在下个月。,normal
法老宝藏传说,sensitive
找小姐上门服务,porn
迷奸水购买渠道,porn
手机回收估价,ad
推荐你看这部电影。,normal
世界末日预言,sensitive
淘宝退款诈骗,sensitive
招魂仪式,sensitive
这件衣服正在打折。,normal
这个健身房设施不错。,normal
有码破解版,porn
我们什么时候出发？,normal
校园暴力事件,violence
裸体写真拍摄,porn
黄色漫画网站,porn
杀人狂魔电影,violence
谋杀案侦破细节,violence
这个游戏挺好玩的。,normal
暴力老师打学生,violence
我们去看日落吧。,normal
子弹购买渠道,violence
黑社会寻仇,violence
电脑回收上门,ad
网红经纪公司,ad
色情视频网站,porn
请把窗户打开透透气。,normal
咖啡喝多了对胃不好。,normal
电击枪购买链接,violence
通灵大师算命,sensitive
割腕会不会死,violence
塔罗牌占卜,sensitive
偷拍厕所被抓,porn
搭配得不错。,normal
KTV公主出台吗,porn
厂家直销价格低,ad
我的快递到了吗？,normal
旅途中的风景很美。,normal
弹弓射玻璃,violence
我们团队一共有五个人。,normal
这个软件怎么安装？,normal
网红经纪公司,ad
黑社会寻仇,violence
成人电影在线观看,porn
缅甸降头师,sensitive
我们下周有个重要的客户拜访。,normal
二次元色情漫画,porn
伤人后逃跑路线,violence
这个音乐很好听。,normal
烧饼歌解读,sensitive
演唱会门票转让,ad
弹弓打鸟违法吗,violence
醉汉闹事被打,violence
音乐节下周举行。,normal
激情小视频合集,porn
我们去看日落吧。,normal
我喜欢养猫。,normal
骗术大全揭秘,sensitive
爆炸新闻事件,violence
塔罗牌占卜,sensitive
周末去哪玩比较好？,normal
冒充领导诈骗,sensitive
这个城市交通很便利。,normal
嫖娼被抓会怎样,porn
香港古惑仔电影,violence
蛊术是真的吗,sensitive
塔罗牌准不准,sensitive
邻居吵架动手,violence
网贷口子推荐,ad
善心汇传销,sensitive
炸药制作教程,violence
枪支拆解视频,violence
充气娃娃测评,porn
剧组跟组演员,ad
辟邪护身符,sensitive
微信转账有返现,ad
群交派对怎么参加,porn
邻居吵架动手,violence
区块链传销,sensitive
弩箭购买渠道,violence
铁棍打人后果,violence
催情药水哪里有卖,porn
煤气中毒原理,violence
前世今生轮回,sensitive
你平时喜欢什么运动？,normal
这个行程安排得很紧凑。,normal
注册即送10元,ad
钱宝网跑路,sensitive
周末准备去电影院看新上映的电影。,normal
弩箭购买渠道,violence
挖矿陷阱,sensitive
