sample_id,text,label,expected_action,intent,context,template_family,source_type,split
pv3_371a75797ca4930c,新闻报道围绕“返利押金”展开，说明其危害并要求上报，记录TR-0160。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_279cd9d3b2e94c18,事项161：版本记录按公开流程办理，参考编号TR-0161。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_96ab07a765f3d564,研究论文围绕“枪支武器”展开，只讨论合规边界，记录TR-0162。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_2f092c6dbd1811ae,事项163：社区检修按公开流程办理，参考编号TR-0163。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_e576343eceb7be97,审核引用围绕“收款账户”展开，提醒公众不要模仿，记录TR-0164。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_55f6c39bc7c94288,事项165：课程排期按公开流程办理，参考编号TR-0165。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_8aee855ca9699940,安全培训围绕“车站袭击”展开，明确禁止现实操作，记录TR-0166。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_58f5c836986732ca,事项167：展览导览按公开流程办理，参考编号TR-0167。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_f34e898a18379998,警方通报围绕“刷量业务”展开，已经拦截并移交处理，记录TR-0168。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_4efa5dc42214777d,事项169：邮箱加号标签按公开流程办理，参考编号TR-0169。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_80af87ae96726cc1,新闻报道围绕“上门伤害”展开，说明其危害并要求上报，记录TR-0170。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_43a63a0c0a72ba4d,事项171：蛋糕预订按公开流程办理，参考编号TR-0171。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_182dfcc7162cc656,研究论文围绕“泄露客户名单”展开，只讨论合规边界，记录TR-0172。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_d6ab35fe0d0e495e,事项173：医院挂号按公开流程办理，参考编号TR-0173。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_daf777a9c469fbf2,审核引用围绕“烧毁房屋”展开，提醒公众不要模仿，记录TR-0174。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_51fb7d6f6b60ae9e,事项175：会议纪要按公开流程办理，参考编号TR-0175。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_e92646d1951db839,安全培训围绕“隐藏优惠”展开，明确禁止现实操作，记录TR-0176。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_a953fa42240f434d,事项177：图书借阅按公开流程办理，参考编号TR-0177。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_5ad8108773336047,警方通报围绕“武器照片”展开，已经拦截并移交处理，记录TR-0178。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_2952b7eb6ed4734a,事项179：天气提醒按公开流程办理，参考编号TR-0179。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_134f88e78fdda4e5,新闻报道围绕“返利押金”展开，说明其危害并要求上报，记录TR-0180。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_0a512969007ca9ff,事项181：公交时刻按公开流程办理，参考编号TR-0181。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_bfa654facfd3cfeb,研究论文围绕“枪支武器”展开，只讨论合规边界，记录TR-0182。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_0f65a6263c14f254,事项183：退换货流程按公开流程办理，参考编号TR-0183。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_2d29f114e9b38780,审核引用围绕“收款账户”展开，提醒公众不要模仿，记录TR-0184。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_7539e2f19eb371c3,事项185：账号登录按公开流程办理，参考编号TR-0185。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_bd2cfb215535f1af,安全培训围绕“车站袭击”展开，明确禁止现实操作，记录TR-0186。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_94a9bd41faf7adfa,事项187：球赛训练按公开流程办理，参考编号TR-0187。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_da954040d0889f12,警方通报围绕“刷量业务”展开，已经拦截并移交处理，记录TR-0188。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_fd8eb27a5b3f3c86,事项189：代码审查按公开流程办理，参考编号TR-0189。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_05fcb2f905d2a31f,新闻报道围绕“上门伤害”展开，说明其危害并要求上报，记录TR-0190。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_93c5dc3485939644,事项191：版本记录按公开流程办理，参考编号TR-0191。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_8b448f6c79c5d6b2,研究论文围绕“泄露客户名单”展开，只讨论合规边界，记录TR-0192。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_2fd7ec39bf948984,事项193：社区检修按公开流程办理，参考编号TR-0193。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_1c07fbc772530dbb,审核引用围绕“烧毁房屋”展开，提醒公众不要模仿，记录TR-0194。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_e300f4ed5d7485a8,事项195：课程排期按公开流程办理，参考编号TR-0195。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_9892218b81623498,安全培训围绕“隐藏优惠”展开，明确禁止现实操作，记录TR-0196。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_22e6a9fa0cf0d31a,事项197：展览导览按公开流程办理，参考编号TR-0197。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_e3a2ca7669bca909,警方通报围绕“武器照片”展开，已经拦截并移交处理，记录TR-0198。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_c095210253b87083,事项199：邮箱加号标签按公开流程办理，参考编号TR-0199。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_50115775d111d336,新闻报道围绕“返利押金”展开，说明其危害并要求上报，记录TR-0200。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_e1e1f0b0fe01379f,事项201：蛋糕预订按公开流程办理，参考编号TR-0201。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_09ab05e8ca016695,研究论文围绕“枪支武器”展开，只讨论合规边界，记录TR-0202。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_f5c8d663b2c95126,事项203：医院挂号按公开流程办理，参考编号TR-0203。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_81f34886c2b62a7d,审核引用围绕“收款账户”展开，提醒公众不要模仿，记录TR-0204。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_b87bb5b4dfe4befd,事项205：会议纪要按公开流程办理，参考编号TR-0205。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_0a3bdbe747af35e4,安全培训围绕“车站袭击”展开，明确禁止现实操作，记录TR-0206。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_ffbda8e71f913988,事项207：图书借阅按公开流程办理，参考编号TR-0207。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_028a388fb1348313,警方通报围绕“刷量业务”展开，已经拦截并移交处理，记录TR-0208。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_4d7ce676c572c56f,事项209：天气提醒按公开流程办理，参考编号TR-0209。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_fb39d64982491826,新闻报道围绕“上门伤害”展开，说明其危害并要求上报，记录TR-0210。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_23ce83a80fd47fd1,事项211：公交时刻按公开流程办理，参考编号TR-0211。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_46828e13f28e8035,研究论文围绕“泄露客户名单”展开，只讨论合规边界，记录TR-0212。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_54b4f308da192ed9,事项213：退换货流程按公开流程办理，参考编号TR-0213。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_9c0131c0bdd1b820,审核引用围绕“烧毁房屋”展开，提醒公众不要模仿，记录TR-0214。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_65acac0c4ed2262c,事项215：账号登录按公开流程办理，参考编号TR-0215。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_e9057ebcc31896c7,安全培训围绕“隐藏优惠”展开，明确禁止现实操作，记录TR-0216。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_93b34fcff8ec7c65,事项217：球赛训练按公开流程办理，参考编号TR-0217。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_94c4147e1a452f4f,警方通报围绕“武器照片”展开，已经拦截并移交处理，记录TR-0218。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_86e36aff7736db83,事项219：代码审查按公开流程办理，参考编号TR-0219。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_0001125e97426a1a,新闻报道围绕“返利押金”展开，说明其危害并要求上报，记录TR-0220。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_8845419ea9a59dfb,事项221：版本记录按公开流程办理，参考编号TR-0221。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_a28505405d461833,研究论文围绕“枪支武器”展开，只讨论合规边界，记录TR-0222。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_7e40f8400856f9c6,事项223：社区检修按公开流程办理，参考编号TR-0223。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_248b9dd165344f9e,审核引用围绕“收款账户”展开，提醒公众不要模仿，记录TR-0224。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_6053b9777e509d3f,事项225：课程排期按公开流程办理，参考编号TR-0225。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_d890c76f40bb0929,安全培训围绕“车站袭击”展开，明确禁止现实操作，记录TR-0226。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_70849d5ecb3559dc,事项227：展览导览按公开流程办理，参考编号TR-0227。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_4c6b89c07a8e28d4,警方通报围绕“刷量业务”展开，已经拦截并移交处理，记录TR-0228。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_659e8ee2a11dad70,事项229：邮箱加号标签按公开流程办理，参考编号TR-0229。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_de0e5efbe887389b,新闻报道围绕“上门伤害”展开，说明其危害并要求上报，记录TR-0230。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_b525c71664307276,事项231：蛋糕预订按公开流程办理，参考编号TR-0231。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_edbc3c29f82e5f7c,研究论文围绕“泄露客户名单”展开，只讨论合规边界，记录TR-0232。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_0ea1ccd9e634e460,事项233：医院挂号按公开流程办理，参考编号TR-0233。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_30f45140411c0d36,审核引用围绕“烧毁房屋”展开，提醒公众不要模仿，记录TR-0234。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_f53120b61ee0a162,事项235：会议纪要按公开流程办理，参考编号TR-0235。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_b3012d71b1d7865e,安全培训围绕“隐藏优惠”展开，明确禁止现实操作，记录TR-0236。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_c461adf0699e2198,事项237：图书借阅按公开流程办理，参考编号TR-0237。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_5a15489b0b8be05c,警方通报围绕“武器照片”展开，已经拦截并移交处理，记录TR-0238。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_868dc562465f9303,事项239：天气提醒按公开流程办理，参考编号TR-0239。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_f376b2a48ce0537a,新闻报道围绕“返利押金”展开，说明其危害并要求上报，记录TR-0240。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_6679f28a1c697ef5,事项241：公交时刻按公开流程办理，参考编号TR-0241。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_1db060698e6fe799,研究论文围绕“枪支武器”展开，只讨论合规边界，记录TR-0242。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_d72d3f861e620119,事项243：退换货流程按公开流程办理，参考编号TR-0243。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_e6eb14853d9c9966,审核引用围绕“收款账户”展开，提醒公众不要模仿，记录TR-0244。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_a2175bd481b6fa91,事项245：账号登录按公开流程办理，参考编号TR-0245。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_90b7dc2199eb7a1a,安全培训围绕“车站袭击”展开，明确禁止现实操作，记录TR-0246。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_5c060f88151e0abf,事项247：球赛训练按公开流程办理，参考编号TR-0247。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_1032614f54dbb3f6,警方通报围绕“刷量业务”展开，已经拦截并移交处理，记录TR-0248。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_a7217b6438b9dc06,事项249：代码审查按公开流程办理，参考编号TR-0249。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_2a7fc55536ca94eb,新闻报道围绕“上门伤害”展开，说明其危害并要求上报，记录TR-0250。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_dd55e931e14c991d,事项251：版本记录按公开流程办理，参考编号TR-0251。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_013dacd71211918a,研究论文围绕“泄露客户名单”展开，只讨论合规边界，记录TR-0252。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_bcc7e7e432257f10,事项253：社区检修按公开流程办理，参考编号TR-0253。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_41ac9641bfd83a3a,审核引用围绕“烧毁房屋”展开，提醒公众不要模仿，记录TR-0254。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_f52efc6abb618908,事项255：课程排期按公开流程办理，参考编号TR-0255。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_0c61b894b154f987,安全培训围绕“隐藏优惠”展开，明确禁止现实操作，记录TR-0256。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_370227dfc9552baa,事项257：展览导览按公开流程办理，参考编号TR-0257。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_c0cf5747599f7e9b,警方通报围绕“武器照片”展开，已经拦截并移交处理，记录TR-0258。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_ffd8a6be801938c5,事项259：邮箱加号标签按公开流程办理，参考编号TR-0259。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_5683571a233ca957,新闻报道围绕“返利押金”展开，说明其危害并要求上报，记录TR-0260。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_a317a7cd82f7cbab,事项261：蛋糕预订按公开流程办理，参考编号TR-0261。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_b703f3434537314c,研究论文围绕“枪支武器”展开，只讨论合规边界，记录TR-0262。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_d413c0fe43187d8e,事项263：医院挂号按公开流程办理，参考编号TR-0263。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_11fe378995d830a2,审核引用围绕“收款账户”展开，提醒公众不要模仿，记录TR-0264。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_fdb46b8a37c4e397,事项265：会议纪要按公开流程办理，参考编号TR-0265。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_dba45b07f533e63f,安全培训围绕“车站袭击”展开，明确禁止现实操作，记录TR-0266。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_2d5fa75951c8a272,事项267：图书借阅按公开流程办理，参考编号TR-0267。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_705fd930f3605aa4,警方通报围绕“刷量业务”展开，已经拦截并移交处理，记录TR-0268。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_3d2099f818572f3d,事项269：天气提醒按公开流程办理，参考编号TR-0269。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_7beb28b22008ad26,新闻报道围绕“上门伤害”展开，说明其危害并要求上报，记录TR-0270。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_759b24fa8c194468,事项271：公交时刻按公开流程办理，参考编号TR-0271。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_4a0ce67fb6b496f7,研究论文围绕“泄露客户名单”展开，只讨论合规边界，记录TR-0272。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_d299320ecb09ff2e,事项273：退换货流程按公开流程办理，参考编号TR-0273。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_2eb91ad672d90c49,审核引用围绕“烧毁房屋”展开，提醒公众不要模仿，记录TR-0274。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_09dc7c4fe0d6998d,事项275：账号登录按公开流程办理，参考编号TR-0275。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_5cc1544f8f0f0d43,安全培训围绕“隐藏优惠”展开，明确禁止现实操作，记录TR-0276。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_cdf2e2e3ad1b4e23,事项277：球赛训练按公开流程办理，参考编号TR-0277。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_144f454a8a6574ab,警方通报围绕“武器照片”展开，已经拦截并移交处理，记录TR-0278。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_c8b5a91e965fd6a1,事项279：代码审查按公开流程办理，参考编号TR-0279。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_6cfa9ee895c00ea7,新闻报道围绕“返利押金”展开，说明其危害并要求上报，记录TR-0280。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_0f8323c28edea293,事项281：版本记录按公开流程办理，参考编号TR-0281。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_2556f7c6b8a993f5,研究论文围绕“枪支武器”展开，只讨论合规边界，记录TR-0282。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_f04aefc8e1811d74,事项283：社区检修按公开流程办理，参考编号TR-0283。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_719e50d39f5f7ba4,审核引用围绕“收款账户”展开，提醒公众不要模仿，记录TR-0284。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_78f12034f874960c,事项285：课程排期按公开流程办理，参考编号TR-0285。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_dc386de88af2f893,安全培训围绕“车站袭击”展开，明确禁止现实操作，记录TR-0286。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_198b68ee79d2441a,事项287：展览导览按公开流程办理，参考编号TR-0287。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_6a60105441ee834e,警方通报围绕“刷量业务”展开，已经拦截并移交处理，记录TR-0288。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_670e81846513740c,事项289：邮箱加号标签按公开流程办理，参考编号TR-0289。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_5ca89db23a0a95ef,新闻报道围绕“上门伤害”展开，说明其危害并要求上报，记录TR-0290。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_d1873b0a37ce42ec,事项291：蛋糕预订按公开流程办理，参考编号TR-0291。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_de20ac9533cd37d7,研究论文围绕“泄露客户名单”展开，只讨论合规边界，记录TR-0292。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_7b6d9b67ce417830,事项293：医院挂号按公开流程办理，参考编号TR-0293。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_47bf577f399f10c4,审核引用围绕“烧毁房屋”展开，提醒公众不要模仿，记录TR-0294。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_d1e6250a60aebfa7,事项295：会议纪要按公开流程办理，参考编号TR-0295。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_927cc443407bd1ac,安全培训围绕“隐藏优惠”展开，明确禁止现实操作，记录TR-0296。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_74387e9ce86c6084,事项297：图书借阅按公开流程办理，参考编号TR-0297。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_4515395c44f5b8d7,警方通报围绕“武器照片”展开，已经拦截并移交处理，记录TR-0298。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_8cee2a5d755cb796,事项299：天气提醒按公开流程办理，参考编号TR-0299。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_55a32b4621d048cb,新闻报道围绕“返利押金”展开，说明其危害并要求上报，记录TR-0300。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_008c55440d84d743,事项301：公交时刻按公开流程办理，参考编号TR-0301。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_d31129f8dffd378c,研究论文围绕“枪支武器”展开，只讨论合规边界，记录TR-0302。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_f59d0c01e78df180,事项303：退换货流程按公开流程办理，参考编号TR-0303。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_33571e19b221a9d3,审核引用围绕“收款账户”展开，提醒公众不要模仿，记录TR-0304。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_9e2574df47f9a919,事项305：账号登录按公开流程办理，参考编号TR-0305。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_147e07d1099f3ec7,安全培训围绕“车站袭击”展开，明确禁止现实操作，记录TR-0306。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_07b1071165cc4fa3,事项307：球赛训练按公开流程办理，参考编号TR-0307。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_2ebca6450401d2bc,警方通报围绕“刷量业务”展开，已经拦截并移交处理，记录TR-0308。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_3cb805702e295409,事项309：代码审查按公开流程办理，参考编号TR-0309。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_4829a585e8930135,新闻报道围绕“上门伤害”展开，说明其危害并要求上报，记录TR-0310。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_fd983531aaa08acd,事项311：版本记录按公开流程办理，参考编号TR-0311。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_5a312196a9ab36b8,研究论文围绕“泄露客户名单”展开，只讨论合规边界，记录TR-0312。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_c918a8fa535fcca1,事项313：社区检修按公开流程办理，参考编号TR-0313。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_b49d58d8cf1250ab,审核引用围绕“烧毁房屋”展开，提醒公众不要模仿，记录TR-0314。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_f38588ab6050d143,事项315：课程排期按公开流程办理，参考编号TR-0315。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_95f16e9be71ab333,安全培训围绕“隐藏优惠”展开，明确禁止现实操作，记录TR-0316。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_e2e35e675322a962,事项317：展览导览按公开流程办理，参考编号TR-0317。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_cffc34a700c4abea,警方通报围绕“武器照片”展开，已经拦截并移交处理，记录TR-0318。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_d29aacb236482e95,事项319：邮箱加号标签按公开流程办理，参考编号TR-0319。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
